,Reactant_1,Reactant_2,Ligand,Reagent,Solvent,Success
2375,C1=CC2=C(C=CC(=C2)Br)N=C1,B1(OC(C(O1)(C)C)(C)C)C2=C(C=CC3=C2C=NN3C4CCCCO4)C,0,[Li+].CC(C)(C)[O-],CC#N,0.0
2376,C1=CC2=C(C=CC(=C2)Br)N=C1,B1(OC(C(O1)(C)C)(C)C)C2=C(C=CC3=C2C=NN3C4CCCCO4)C,CC(C)(C)P(C(C)(C)C)C(C)(C)C,CCN(CC)CC,CC#N,1.0
2377,C1=CC2=C(C=CC(=C2)Br)N=C1,B1(OC(C(O1)(C)C)(C)C)C2=C(C=CC3=C2C=NN3C4CCCCO4)C,C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3,CCN(CC)CC,CC#N,1.0
2378,C1=CC2=C(C=CC(=C2)Br)N=C1,B1(OC(C(O1)(C)C)(C)C)C2=C(C=CC3=C2C=NN3C4CCCCO4)C,CC(C)(C)P(C(C)(C)C)C1=CC=C(N(C)C)C=C1,CCN(CC)CC,CC#N,1.0
2379,C1=CC2=C(C=CC(=C2)Br)N=C1,B1(OC(C(O1)(C)C)(C)C)C2=C(C=CC3=C2C=NN3C4CCCCO4)C,C1CCC(CC1)P(C2CCCCC2)C3CCCCC3,CCN(CC)CC,CC#N,1.0
2380,C1=CC2=C(C=CC(=C2)Br)N=C1,B1(OC(C(O1)(C)C)(C)C)C2=C(C=CC3=C2C=NN3C4CCCCO4)C,CC1=CC=CC=C1P(C2=CC=CC=C2C)C3=CC=CC=C3C,CCN(CC)CC,CC#N,1.0
2381,C1=CC2=C(C=CC(=C2)Br)N=C1,B1(OC(C(O1)(C)C)(C)C)C2=C(C=CC3=C2C=NN3C4CCCCO4)C,CCCCP(C12CC3CC(C1)CC(C3)C2)C45CC6CC(C4)CC(C6)C5,CCN(CC)CC,CC#N,1.0
2382,C1=CC2=C(C=CC(=C2)Br)N=C1,B1(OC(C(O1)(C)C)(C)C)C2=C(C=CC3=C2C=NN3C4CCCCO4)C,COC1=C(C(=CC=C1)OC)C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4,CCN(CC)CC,CC#N,1.0
2383,C1=CC2=C(C=CC(=C2)Br)N=C1,B1(OC(C(O1)(C)C)(C)C)C2=C(C=CC3=C2C=NN3C4CCCCO4)C,[Fe].CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.CC(C)(C)P([C]2[CH][CH][CH][CH]2)C(C)(C)C,CCN(CC)CC,CC#N,1.0
2384,C1=CC2=C(C=CC(=C2)Br)N=C1,B1(OC(C(O1)(C)C)(C)C)C2=C(C=CC3=C2C=NN3C4CCCCO4)C,CC(C)C1=CC(=C(C(=C1)C(C)C)C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C)C,CCN(CC)CC,CC#N,1.0
2385,C1=CC2=C(C=CC(=C2)Br)N=C1,B1(OC(C(O1)(C)C)(C)C)C2=C(C=CC3=C2C=NN3C4CCCCO4)C,[Fe].[CH]1[CH][CH][C]([CH]1)P(c2ccccc2)c3ccccc3.[CH]4[CH][CH][C]([CH]4)P(c5ccccc5)c6ccccc6,CCN(CC)CC,CC#N,1.0
2386,C1=CC2=C(C=CC(=C2)Br)N=C1,B1(OC(C(O1)(C)C)(C)C)C2=C(C=CC3=C2C=NN3C4CCCCO4)C,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,CCN(CC)CC,CC#N,0.0
2387,C1=CC2=C(C=CC(=C2)Br)N=C1,B1(OC(C(O1)(C)C)(C)C)C2=C(C=CC3=C2C=NN3C4CCCCO4)C,0,CCN(CC)CC,CC#N,0.0
2388,C1=CC2=C(C=CC(=C2)Br)N=C1,B1(OC(C(O1)(C)C)(C)C)C2=C(C=CC3=C2C=NN3C4CCCCO4)C,CC(C)(C)P(C(C)(C)C)C(C)(C)C,0,CC#N,1.0
2389,C1=CC2=C(C=CC(=C2)Br)N=C1,B1(OC(C(O1)(C)C)(C)C)C2=C(C=CC3=C2C=NN3C4CCCCO4)C,C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3,0,CC#N,1.0
2390,C1=CC2=C(C=CC(=C2)Br)N=C1,B1(OC(C(O1)(C)C)(C)C)C2=C(C=CC3=C2C=NN3C4CCCCO4)C,CC(C)(C)P(C(C)(C)C)C1=CC=C(N(C)C)C=C1,0,CC#N,1.0
2391,C1=CC2=C(C=CC(=C2)Br)N=C1,B1(OC(C(O1)(C)C)(C)C)C2=C(C=CC3=C2C=NN3C4CCCCO4)C,C1CCC(CC1)P(C2CCCCC2)C3CCCCC3,0,CC#N,1.0
2392,C1=CC2=C(C=CC(=C2)Br)N=C1,B1(OC(C(O1)(C)C)(C)C)C2=C(C=CC3=C2C=NN3C4CCCCO4)C,CC1=CC=CC=C1P(C2=CC=CC=C2C)C3=CC=CC=C3C,0,CC#N,1.0
2393,C1=CC2=C(C=CC(=C2)Br)N=C1,B1(OC(C(O1)(C)C)(C)C)C2=C(C=CC3=C2C=NN3C4CCCCO4)C,CCCCP(C12CC3CC(C1)CC(C3)C2)C45CC6CC(C4)CC(C6)C5,0,CC#N,1.0
2394,C1=CC2=C(C=CC(=C2)Br)N=C1,B1(OC(C(O1)(C)C)(C)C)C2=C(C=CC3=C2C=NN3C4CCCCO4)C,COC1=C(C(=CC=C1)OC)C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4,0,CC#N,1.0
2395,C1=CC2=C(C=CC(=C2)Br)N=C1,B1(OC(C(O1)(C)C)(C)C)C2=C(C=CC3=C2C=NN3C4CCCCO4)C,[Fe].CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.CC(C)(C)P([C]2[CH][CH][CH][CH]2)C(C)(C)C,0,CC#N,1.0
2396,C1=CC2=C(C=CC(=C2)Br)N=C1,B1(OC(C(O1)(C)C)(C)C)C2=C(C=CC3=C2C=NN3C4CCCCO4)C,CC(C)C1=CC(=C(C(=C1)C(C)C)C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C)C,0,CC#N,1.0
2397,C1=CC2=C(C=CC(=C2)Br)N=C1,B1(OC(C(O1)(C)C)(C)C)C2=C(C=CC3=C2C=NN3C4CCCCO4)C,[Fe].[CH]1[CH][CH][C]([CH]1)P(c2ccccc2)c3ccccc3.[CH]4[CH][CH][C]([CH]4)P(c5ccccc5)c6ccccc6,0,CC#N,1.0
2398,C1=CC2=C(C=CC(=C2)Br)N=C1,B1(OC(C(O1)(C)C)(C)C)C2=C(C=CC3=C2C=NN3C4CCCCO4)C,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,0,CC#N,0.0
2399,C1=CC2=C(C=CC(=C2)Br)N=C1,B1(OC(C(O1)(C)C)(C)C)C2=C(C=CC3=C2C=NN3C4CCCCO4)C,0,0,CC#N,0.0
2400,C1=CC2=C(C=CC(=C2)Br)N=C1,B1(OC(C(O1)(C)C)(C)C)C2=C(C=CC3=C2C=NN3C4CCCCO4)C,CC(C)(C)P(C(C)(C)C)C(C)(C)C,[OH-].[Na+],C1CCOC1,1.0
2401,C1=CC2=C(C=CC(=C2)Br)N=C1,B1(OC(C(O1)(C)C)(C)C)C2=C(C=CC3=C2C=NN3C4CCCCO4)C,C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3,[OH-].[Na+],C1CCOC1,1.0
2402,C1=CC2=C(C=CC(=C2)Br)N=C1,B1(OC(C(O1)(C)C)(C)C)C2=C(C=CC3=C2C=NN3C4CCCCO4)C,CC(C)(C)P(C(C)(C)C)C1=CC=C(N(C)C)C=C1,[OH-].[Na+],C1CCOC1,1.0
2403,C1=CC2=C(C=CC(=C2)Br)N=C1,B1(OC(C(O1)(C)C)(C)C)C2=C(C=CC3=C2C=NN3C4CCCCO4)C,C1CCC(CC1)P(C2CCCCC2)C3CCCCC3,[OH-].[Na+],C1CCOC1,1.0
2404,C1=CC2=C(C=CC(=C2)Br)N=C1,B1(OC(C(O1)(C)C)(C)C)C2=C(C=CC3=C2C=NN3C4CCCCO4)C,CC1=CC=CC=C1P(C2=CC=CC=C2C)C3=CC=CC=C3C,[OH-].[Na+],C1CCOC1,1.0
2405,C1=CC2=C(C=CC(=C2)Br)N=C1,B1(OC(C(O1)(C)C)(C)C)C2=C(C=CC3=C2C=NN3C4CCCCO4)C,CCCCP(C12CC3CC(C1)CC(C3)C2)C45CC6CC(C4)CC(C6)C5,[OH-].[Na+],C1CCOC1,1.0
2406,C1=CC2=C(C=CC(=C2)Br)N=C1,B1(OC(C(O1)(C)C)(C)C)C2=C(C=CC3=C2C=NN3C4CCCCO4)C,COC1=C(C(=CC=C1)OC)C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4,[OH-].[Na+],C1CCOC1,1.0
2407,C1=CC2=C(C=CC(=C2)Br)N=C1,B1(OC(C(O1)(C)C)(C)C)C2=C(C=CC3=C2C=NN3C4CCCCO4)C,[Fe].CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.CC(C)(C)P([C]2[CH][CH][CH][CH]2)C(C)(C)C,[OH-].[Na+],C1CCOC1,1.0
2408,C1=CC2=C(C=CC(=C2)Br)N=C1,B1(OC(C(O1)(C)C)(C)C)C2=C(C=CC3=C2C=NN3C4CCCCO4)C,CC(C)C1=CC(=C(C(=C1)C(C)C)C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C)C,[OH-].[Na+],C1CCOC1,1.0
2409,C1=CC2=C(C=CC(=C2)Br)N=C1,B1(OC(C(O1)(C)C)(C)C)C2=C(C=CC3=C2C=NN3C4CCCCO4)C,[Fe].[CH]1[CH][CH][C]([CH]1)P(c2ccccc2)c3ccccc3.[CH]4[CH][CH][C]([CH]4)P(c5ccccc5)c6ccccc6,[OH-].[Na+],C1CCOC1,0.0
2410,C1=CC2=C(C=CC(=C2)Br)N=C1,B1(OC(C(O1)(C)C)(C)C)C2=C(C=CC3=C2C=NN3C4CCCCO4)C,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,[OH-].[Na+],C1CCOC1,0.0
2411,C1=CC2=C(C=CC(=C2)Br)N=C1,B1(OC(C(O1)(C)C)(C)C)C2=C(C=CC3=C2C=NN3C4CCCCO4)C,0,[OH-].[Na+],C1CCOC1,0.0
2412,C1=CC2=C(C=CC(=C2)Br)N=C1,B1(OC(C(O1)(C)C)(C)C)C2=C(C=CC3=C2C=NN3C4CCCCO4)C,CC(C)(C)P(C(C)(C)C)C(C)(C)C,C(=O)(O)[O-].[Na+],C1CCOC1,1.0
2413,C1=CC2=C(C=CC(=C2)Br)N=C1,B1(OC(C(O1)(C)C)(C)C)C2=C(C=CC3=C2C=NN3C4CCCCO4)C,C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3,C(=O)(O)[O-].[Na+],C1CCOC1,1.0
2414,C1=CC2=C(C=CC(=C2)Br)N=C1,B1(OC(C(O1)(C)C)(C)C)C2=C(C=CC3=C2C=NN3C4CCCCO4)C,CC(C)(C)P(C(C)(C)C)C1=CC=C(N(C)C)C=C1,C(=O)(O)[O-].[Na+],C1CCOC1,1.0
2415,C1=CC2=C(C=CC(=C2)Br)N=C1,B1(OC(C(O1)(C)C)(C)C)C2=C(C=CC3=C2C=NN3C4CCCCO4)C,C1CCC(CC1)P(C2CCCCC2)C3CCCCC3,C(=O)(O)[O-].[Na+],C1CCOC1,1.0
2416,C1=CC2=C(C=CC(=C2)Br)N=C1,B1(OC(C(O1)(C)C)(C)C)C2=C(C=CC3=C2C=NN3C4CCCCO4)C,CC1=CC=CC=C1P(C2=CC=CC=C2C)C3=CC=CC=C3C,C(=O)(O)[O-].[Na+],C1CCOC1,1.0
2417,C1=CC2=C(C=CC(=C2)Br)N=C1,B1(OC(C(O1)(C)C)(C)C)C2=C(C=CC3=C2C=NN3C4CCCCO4)C,CCCCP(C12CC3CC(C1)CC(C3)C2)C45CC6CC(C4)CC(C6)C5,C(=O)(O)[O-].[Na+],C1CCOC1,1.0
2418,C1=CC2=C(C=CC(=C2)Br)N=C1,B1(OC(C(O1)(C)C)(C)C)C2=C(C=CC3=C2C=NN3C4CCCCO4)C,COC1=C(C(=CC=C1)OC)C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4,C(=O)(O)[O-].[Na+],C1CCOC1,1.0
2419,C1=CC2=C(C=CC(=C2)Br)N=C1,B1(OC(C(O1)(C)C)(C)C)C2=C(C=CC3=C2C=NN3C4CCCCO4)C,[Fe].CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.CC(C)(C)P([C]2[CH][CH][CH][CH]2)C(C)(C)C,C(=O)(O)[O-].[Na+],C1CCOC1,1.0
2420,C1=CC2=C(C=CC(=C2)Br)N=C1,B1(OC(C(O1)(C)C)(C)C)C2=C(C=CC3=C2C=NN3C4CCCCO4)C,CC(C)C1=CC(=C(C(=C1)C(C)C)C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C)C,C(=O)(O)[O-].[Na+],C1CCOC1,1.0
2421,C1=CC2=C(C=CC(=C2)Br)N=C1,B1(OC(C(O1)(C)C)(C)C)C2=C(C=CC3=C2C=NN3C4CCCCO4)C,[Fe].[CH]1[CH][CH][C]([CH]1)P(c2ccccc2)c3ccccc3.[CH]4[CH][CH][C]([CH]4)P(c5ccccc5)c6ccccc6,C(=O)(O)[O-].[Na+],C1CCOC1,0.0
2422,C1=CC2=C(C=CC(=C2)Br)N=C1,B1(OC(C(O1)(C)C)(C)C)C2=C(C=CC3=C2C=NN3C4CCCCO4)C,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,C(=O)(O)[O-].[Na+],C1CCOC1,0.0
2423,C1=CC2=C(C=CC(=C2)Br)N=C1,B1(OC(C(O1)(C)C)(C)C)C2=C(C=CC3=C2C=NN3C4CCCCO4)C,0,C(=O)(O)[O-].[Na+],C1CCOC1,0.0
2424,C1=CC2=C(C=CC(=C2)Br)N=C1,B1(OC(C(O1)(C)C)(C)C)C2=C(C=CC3=C2C=NN3C4CCCCO4)C,CC(C)(C)P(C(C)(C)C)C(C)(C)C,[F-].[Cs+],C1CCOC1,1.0
2425,C1=CC2=C(C=CC(=C2)Br)N=C1,B1(OC(C(O1)(C)C)(C)C)C2=C(C=CC3=C2C=NN3C4CCCCO4)C,C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3,[F-].[Cs+],C1CCOC1,1.0
2426,C1=CC2=C(C=CC(=C2)Br)N=C1,B1(OC(C(O1)(C)C)(C)C)C2=C(C=CC3=C2C=NN3C4CCCCO4)C,CC(C)(C)P(C(C)(C)C)C1=CC=C(N(C)C)C=C1,[F-].[Cs+],C1CCOC1,1.0
2427,C1=CC2=C(C=CC(=C2)Br)N=C1,B1(OC(C(O1)(C)C)(C)C)C2=C(C=CC3=C2C=NN3C4CCCCO4)C,C1CCC(CC1)P(C2CCCCC2)C3CCCCC3,[F-].[Cs+],C1CCOC1,1.0
2428,C1=CC2=C(C=CC(=C2)Br)N=C1,B1(OC(C(O1)(C)C)(C)C)C2=C(C=CC3=C2C=NN3C4CCCCO4)C,CC1=CC=CC=C1P(C2=CC=CC=C2C)C3=CC=CC=C3C,[F-].[Cs+],C1CCOC1,1.0
2429,C1=CC2=C(C=CC(=C2)Br)N=C1,B1(OC(C(O1)(C)C)(C)C)C2=C(C=CC3=C2C=NN3C4CCCCO4)C,CCCCP(C12CC3CC(C1)CC(C3)C2)C45CC6CC(C4)CC(C6)C5,[F-].[Cs+],C1CCOC1,1.0
2430,C1=CC2=C(C=CC(=C2)Br)N=C1,B1(OC(C(O1)(C)C)(C)C)C2=C(C=CC3=C2C=NN3C4CCCCO4)C,COC1=C(C(=CC=C1)OC)C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4,[F-].[Cs+],C1CCOC1,1.0
2431,C1=CC2=C(C=CC(=C2)Br)N=C1,B1(OC(C(O1)(C)C)(C)C)C2=C(C=CC3=C2C=NN3C4CCCCO4)C,[Fe].CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.CC(C)(C)P([C]2[CH][CH][CH][CH]2)C(C)(C)C,[F-].[Cs+],C1CCOC1,1.0
2432,C1=CC2=C(C=CC(=C2)Br)N=C1,B1(OC(C(O1)(C)C)(C)C)C2=C(C=CC3=C2C=NN3C4CCCCO4)C,CC(C)C1=CC(=C(C(=C1)C(C)C)C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C)C,[F-].[Cs+],C1CCOC1,1.0
2433,C1=CC2=C(C=CC(=C2)Br)N=C1,B1(OC(C(O1)(C)C)(C)C)C2=C(C=CC3=C2C=NN3C4CCCCO4)C,[Fe].[CH]1[CH][CH][C]([CH]1)P(c2ccccc2)c3ccccc3.[CH]4[CH][CH][C]([CH]4)P(c5ccccc5)c6ccccc6,[F-].[Cs+],C1CCOC1,0.0
2434,C1=CC2=C(C=CC(=C2)Br)N=C1,B1(OC(C(O1)(C)C)(C)C)C2=C(C=CC3=C2C=NN3C4CCCCO4)C,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,[F-].[Cs+],C1CCOC1,0.0
2435,C1=CC2=C(C=CC(=C2)Br)N=C1,B1(OC(C(O1)(C)C)(C)C)C2=C(C=CC3=C2C=NN3C4CCCCO4)C,0,[F-].[Cs+],C1CCOC1,0.0
2436,C1=CC2=C(C=CC(=C2)Br)N=C1,B1(OC(C(O1)(C)C)(C)C)C2=C(C=CC3=C2C=NN3C4CCCCO4)C,CC(C)(C)P(C(C)(C)C)C(C)(C)C,[O-]P(=O)([O-])[O-].[K+].[K+].[K+],C1CCOC1,1.0
2437,C1=CC2=C(C=CC(=C2)Br)N=C1,B1(OC(C(O1)(C)C)(C)C)C2=C(C=CC3=C2C=NN3C4CCCCO4)C,C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3,[O-]P(=O)([O-])[O-].[K+].[K+].[K+],C1CCOC1,1.0
2438,C1=CC2=C(C=CC(=C2)Br)N=C1,B1(OC(C(O1)(C)C)(C)C)C2=C(C=CC3=C2C=NN3C4CCCCO4)C,CC(C)(C)P(C(C)(C)C)C1=CC=C(N(C)C)C=C1,[O-]P(=O)([O-])[O-].[K+].[K+].[K+],C1CCOC1,1.0
2439,C1=CC2=C(C=CC(=C2)Br)N=C1,B1(OC(C(O1)(C)C)(C)C)C2=C(C=CC3=C2C=NN3C4CCCCO4)C,C1CCC(CC1)P(C2CCCCC2)C3CCCCC3,[O-]P(=O)([O-])[O-].[K+].[K+].[K+],C1CCOC1,1.0
2440,C1=CC2=C(C=CC(=C2)Br)N=C1,B1(OC(C(O1)(C)C)(C)C)C2=C(C=CC3=C2C=NN3C4CCCCO4)C,CC1=CC=CC=C1P(C2=CC=CC=C2C)C3=CC=CC=C3C,[O-]P(=O)([O-])[O-].[K+].[K+].[K+],C1CCOC1,1.0
2441,C1=CC2=C(C=CC(=C2)Br)N=C1,B1(OC(C(O1)(C)C)(C)C)C2=C(C=CC3=C2C=NN3C4CCCCO4)C,CCCCP(C12CC3CC(C1)CC(C3)C2)C45CC6CC(C4)CC(C6)C5,[O-]P(=O)([O-])[O-].[K+].[K+].[K+],C1CCOC1,1.0
2442,C1=CC2=C(C=CC(=C2)Br)N=C1,B1(OC(C(O1)(C)C)(C)C)C2=C(C=CC3=C2C=NN3C4CCCCO4)C,COC1=C(C(=CC=C1)OC)C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4,[O-]P(=O)([O-])[O-].[K+].[K+].[K+],C1CCOC1,1.0
2443,C1=CC2=C(C=CC(=C2)Br)N=C1,B1(OC(C(O1)(C)C)(C)C)C2=C(C=CC3=C2C=NN3C4CCCCO4)C,[Fe].CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.CC(C)(C)P([C]2[CH][CH][CH][CH]2)C(C)(C)C,[O-]P(=O)([O-])[O-].[K+].[K+].[K+],C1CCOC1,1.0
2444,C1=CC2=C(C=CC(=C2)Br)N=C1,B1(OC(C(O1)(C)C)(C)C)C2=C(C=CC3=C2C=NN3C4CCCCO4)C,CC(C)C1=CC(=C(C(=C1)C(C)C)C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C)C,[O-]P(=O)([O-])[O-].[K+].[K+].[K+],C1CCOC1,1.0
2445,C1=CC2=C(C=CC(=C2)Br)N=C1,B1(OC(C(O1)(C)C)(C)C)C2=C(C=CC3=C2C=NN3C4CCCCO4)C,[Fe].[CH]1[CH][CH][C]([CH]1)P(c2ccccc2)c3ccccc3.[CH]4[CH][CH][C]([CH]4)P(c5ccccc5)c6ccccc6,[O-]P(=O)([O-])[O-].[K+].[K+].[K+],C1CCOC1,0.0
2446,C1=CC2=C(C=CC(=C2)Br)N=C1,B1(OC(C(O1)(C)C)(C)C)C2=C(C=CC3=C2C=NN3C4CCCCO4)C,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,[O-]P(=O)([O-])[O-].[K+].[K+].[K+],C1CCOC1,0.0
2447,C1=CC2=C(C=CC(=C2)Br)N=C1,B1(OC(C(O1)(C)C)(C)C)C2=C(C=CC3=C2C=NN3C4CCCCO4)C,0,[O-]P(=O)([O-])[O-].[K+].[K+].[K+],C1CCOC1,0.0
2448,C1=CC2=C(C=CC(=C2)Br)N=C1,B1(OC(C(O1)(C)C)(C)C)C2=C(C=CC3=C2C=NN3C4CCCCO4)C,CC(C)(C)P(C(C)(C)C)C(C)(C)C,[OH-].[K+],C1CCOC1,1.0
2449,C1=CC2=C(C=CC(=C2)Br)N=C1,B1(OC(C(O1)(C)C)(C)C)C2=C(C=CC3=C2C=NN3C4CCCCO4)C,C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3,[OH-].[K+],C1CCOC1,1.0
2450,C1=CC2=C(C=CC(=C2)Br)N=C1,B1(OC(C(O1)(C)C)(C)C)C2=C(C=CC3=C2C=NN3C4CCCCO4)C,CC(C)(C)P(C(C)(C)C)C1=CC=C(N(C)C)C=C1,[OH-].[K+],C1CCOC1,1.0
2451,C1=CC2=C(C=CC(=C2)Br)N=C1,B1(OC(C(O1)(C)C)(C)C)C2=C(C=CC3=C2C=NN3C4CCCCO4)C,C1CCC(CC1)P(C2CCCCC2)C3CCCCC3,[OH-].[K+],C1CCOC1,1.0
2452,C1=CC2=C(C=CC(=C2)Br)N=C1,B1(OC(C(O1)(C)C)(C)C)C2=C(C=CC3=C2C=NN3C4CCCCO4)C,CC1=CC=CC=C1P(C2=CC=CC=C2C)C3=CC=CC=C3C,[OH-].[K+],C1CCOC1,1.0
2453,C1=CC2=C(C=CC(=C2)Br)N=C1,B1(OC(C(O1)(C)C)(C)C)C2=C(C=CC3=C2C=NN3C4CCCCO4)C,CCCCP(C12CC3CC(C1)CC(C3)C2)C45CC6CC(C4)CC(C6)C5,[OH-].[K+],C1CCOC1,1.0
2454,C1=CC2=C(C=CC(=C2)Br)N=C1,B1(OC(C(O1)(C)C)(C)C)C2=C(C=CC3=C2C=NN3C4CCCCO4)C,COC1=C(C(=CC=C1)OC)C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4,[OH-].[K+],C1CCOC1,1.0
2455,C1=CC2=C(C=CC(=C2)Br)N=C1,B1(OC(C(O1)(C)C)(C)C)C2=C(C=CC3=C2C=NN3C4CCCCO4)C,[Fe].CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.CC(C)(C)P([C]2[CH][CH][CH][CH]2)C(C)(C)C,[OH-].[K+],C1CCOC1,1.0
2456,C1=CC2=C(C=CC(=C2)Br)N=C1,B1(OC(C(O1)(C)C)(C)C)C2=C(C=CC3=C2C=NN3C4CCCCO4)C,CC(C)C1=CC(=C(C(=C1)C(C)C)C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C)C,[OH-].[K+],C1CCOC1,1.0
2457,C1=CC2=C(C=CC(=C2)Br)N=C1,B1(OC(C(O1)(C)C)(C)C)C2=C(C=CC3=C2C=NN3C4CCCCO4)C,[Fe].[CH]1[CH][CH][C]([CH]1)P(c2ccccc2)c3ccccc3.[CH]4[CH][CH][C]([CH]4)P(c5ccccc5)c6ccccc6,[OH-].[K+],C1CCOC1,0.0
2458,C1=CC2=C(C=CC(=C2)Br)N=C1,B1(OC(C(O1)(C)C)(C)C)C2=C(C=CC3=C2C=NN3C4CCCCO4)C,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,[OH-].[K+],C1CCOC1,0.0
2459,C1=CC2=C(C=CC(=C2)Br)N=C1,B1(OC(C(O1)(C)C)(C)C)C2=C(C=CC3=C2C=NN3C4CCCCO4)C,0,[OH-].[K+],C1CCOC1,0.0
2460,C1=CC2=C(C=CC(=C2)Br)N=C1,B1(OC(C(O1)(C)C)(C)C)C2=C(C=CC3=C2C=NN3C4CCCCO4)C,CC(C)(C)P(C(C)(C)C)C(C)(C)C,[Li+].CC(C)(C)[O-],C1CCOC1,1.0
2461,C1=CC2=C(C=CC(=C2)Br)N=C1,B1(OC(C(O1)(C)C)(C)C)C2=C(C=CC3=C2C=NN3C4CCCCO4)C,C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3,[Li+].CC(C)(C)[O-],C1CCOC1,1.0
2462,C1=CC2=C(C=CC(=C2)Br)N=C1,B1(OC(C(O1)(C)C)(C)C)C2=C(C=CC3=C2C=NN3C4CCCCO4)C,CC(C)(C)P(C(C)(C)C)C1=CC=C(N(C)C)C=C1,[Li+].CC(C)(C)[O-],C1CCOC1,1.0
2463,C1=CC2=C(C=CC(=C2)Br)N=C1,B1(OC(C(O1)(C)C)(C)C)C2=C(C=CC3=C2C=NN3C4CCCCO4)C,C1CCC(CC1)P(C2CCCCC2)C3CCCCC3,[Li+].CC(C)(C)[O-],C1CCOC1,1.0
2464,C1=CC2=C(C=CC(=C2)Br)N=C1,B1(OC(C(O1)(C)C)(C)C)C2=C(C=CC3=C2C=NN3C4CCCCO4)C,CC1=CC=CC=C1P(C2=CC=CC=C2C)C3=CC=CC=C3C,[Li+].CC(C)(C)[O-],C1CCOC1,1.0
2465,C1=CC2=C(C=CC(=C2)Br)N=C1,B1(OC(C(O1)(C)C)(C)C)C2=C(C=CC3=C2C=NN3C4CCCCO4)C,CCCCP(C12CC3CC(C1)CC(C3)C2)C45CC6CC(C4)CC(C6)C5,[Li+].CC(C)(C)[O-],C1CCOC1,1.0
2466,C1=CC2=C(C=CC(=C2)Br)N=C1,B1(OC(C(O1)(C)C)(C)C)C2=C(C=CC3=C2C=NN3C4CCCCO4)C,COC1=C(C(=CC=C1)OC)C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4,[Li+].CC(C)(C)[O-],C1CCOC1,1.0
